area_code,area_name,geography,period,indicator,disability_category,measure,unit,value
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1392
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,61
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,135
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,104
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1402
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,51
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,112
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,Count,Persons,99
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Not disabled under the Equality Act: No long term physical or mental health conditions,Count,Persons,1159
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a lot,Count,Persons,149
E01006138,Trafford 028E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by long-term health problems or disabilities. Residents who assessed their day-to-day activities as limited by long-term physical or mental health conditions or illnesses are considered disabled.,Disabled under the Equality Act: Day-to-day activities limited a little,Count,Persons,184
