lsoa11cd,index_domain,decile,rank,score
E01006217,Income,3,7991,0.205
E01006217,Index of Multiple Deprivation,3,9212,27.929
E01006217,Living Environment,8,24719,8.96
E01006218,Barriers to Housing and Services,9,28924,9.88
E01006218,Crime,2,6203,0.718
E01006218,"Education, Skills and Training",3,6657,35.573
E01006218,Employment,2,4938,0.202
E01006218,Health Deprivation and Disability,2,4351,1.007
E01006218,Income Deprivation Affecting Children Index (IDACI),2,5357,0.33
E01006218,Income Deprivation Affecting Older People Index (IDAOPI),4,10229,0.222
E01006218,Income,2,5055,0.259
E01006218,Index of Multiple Deprivation,2,6224,34.817
E01006218,Living Environment,5,16070,18.077
E01006219,Barriers to Housing and Services,9,27848,10.877
E01006219,Crime,6,18892,-0.152
E01006219,"Education, Skills and Training",3,7659,32.503
E01006219,Employment,3,9158,0.149
E01006219,Health Deprivation and Disability,3,7915,0.629
E01006219,Income Deprivation Affecting Children Index (IDACI),5,15570,0.158
E01006219,Income Deprivation Affecting Older People Index (IDAOPI),7,22686,0.1
E01006219,Income,6,16922,0.11
E01006219,Index of Multiple Deprivation,4,12905,21.743
E01006219,Living Environment,5,14342,20.439
E01006220,Barriers to Housing and Services,4,10002,26.04
E01006220,Crime,6,19371,-0.185
E01006220,"Education, Skills and Training",2,5414,39.724
E01006220,Employment,2,5980,0.186
E01006220,Health Deprivation and Disability,2,4636,0.971
E01006220,Income Deprivation Affecting Children Index (IDACI),4,9866,0.239
E01006220,Income Deprivation Affecting Older People Index (IDAOPI),3,7097,0.274
E01006220,Income,3,7472,0.214
E01006220,Index of Multiple Deprivation,3,7514,31.538
E01006220,Living Environment,8,23150,10.374
E01006221,Barriers to Housing and Services,9,27106,11.538
E01006221,Crime,4,13048,0.227
E01006221,"Education, Skills and Training",7,20977,10.954
E01006221,Employment,5,15817,0.1
E01006221,Health Deprivation and Disability,5,13657,0.169
E01006221,Income Deprivation Affecting Children Index (IDACI),6,17975,0.13
E01006221,Income Deprivation Affecting Older People Index (IDAOPI),6,17005,0.144
E01006221,Income,6,16469,0.113
E01006221,Index of Multiple Deprivation,6,18964,14.674
E01006221,Living Environment,6,19645,13.789
E01006222,Barriers to Housing and Services,4,11214,24.859
E01006222,Crime,6,18537,-0.13
E01006222,"Education, Skills and Training",8,25893,6.279
E01006222,Employment,7,20036,0.079
E01006222,Health Deprivation and Disability,4,12937,0.221
E01006222,Income Deprivation Affecting Children Index (IDACI),9,27866,0.054
E01006222,Income Deprivation Affecting Older People Index (IDAOPI),7,21831,0.106
E01006222,Income,8,24691,0.065
E01006222,Index of Multiple Deprivation,7,22731,11.234
E01006222,Living Environment,9,29089,5.178
E01006223,Barriers to Housing and Services,10,31228,6.844
E01006223,Crime,3,9770,0.446
E01006223,"Education, Skills and Training",5,15047,18.169
E01006223,Employment,4,11339,0.129
E01006223,Health Deprivation and Disability,2,5746,0.839
E01006223,Income Deprivation Affecting Children Index (IDACI),6,16774,0.144
E01006223,Income Deprivation Affecting Older People Index (IDAOPI),4,12092,0.197
E01006223,Income,5,14836,0.127
E01006223,Index of Multiple Deprivation,4,12666,22.119
E01006223,Living Environment,4,10075,27.304
E01006224,Barriers to Housing and Services,4,12772,23.369
E01006224,Crime,7,22234,-0.379
E01006224,"Education, Skills and Training",8,25010,7.037
E01006224,Employment,7,21419,0.074
E01006224,Health Deprivation and Disability,6,16842,-0.05
E01006224,Income Deprivation Affecting Children Index (IDACI),9,28049,0.053
E01006224,Income Deprivation Affecting Older People Index (IDAOPI),8,23404,0.096
E01006224,Income,9,27620,0.051
E01006224,Index of Multiple Deprivation,8,25449,9.007
E01006224,Living Environment,9,28798,5.424
E01006225,Barriers to Housing and Services,9,26856,11.765
E01006225,Crime,5,15998,0.035
E01006225,"Education, Skills and Training",9,26511,5.723
E01006225,Employment,5,13563,0.113
E01006225,Health Deprivation and Disability,5,14626,0.101
E01006225,Income Deprivation Affecting Children Index (IDACI),6,18141,0.129
E01006225,Income Deprivation Affecting Older People Index (IDAOPI),8,23403,0.096
E01006225,Income,6,19623,0.092
E01006225,Index of Multiple Deprivation,7,20894,12.814
E01006225,Living Environment,8,24039,9.538
E01006226,Barriers to Housing and Services,7,21039,16.578
E01006226,Crime,6,17564,-0.067
E01006226,"Education, Skills and Training",7,19783,12.264
E01006226,Employment,5,14860,0.105
E01006226,Health Deprivation and Disability,5,14345,0.121
E01006226,Income Deprivation Affecting Children Index (IDACI),7,22001,0.095
E01006226,Income Deprivation Affecting Older People Index (IDAOPI),5,16377,0.15
E01006226,Income,6,18638,0.098
E01006226,Index of Multiple Deprivation,6,19356,14.281
E01006226,Living Environment,7,19898,13.518
E01006227,Barriers to Housing and Services,8,23909,14.307
E01006227,Crime,10,30173,-1.104
E01006227,"Education, Skills and Training",5,14868,18.437
E01006227,Employment,4,12924,0.118
E01006227,Health Deprivation and Disability,4,10105,0.44
E01006227,Income Deprivation Affecting Children Index (IDACI),8,23028,0.086
E01006227,Income Deprivation Affecting Older People Index (IDAOPI),6,18145,0.134
E01006227,Income,7,20111,0.089
E01006227,Index of Multiple Deprivation,6,19092,14.538
E01006227,Living Environment,8,26095,7.778
E01006228,Barriers to Housing and Services,9,27936,10.799
E01006228,Crime,4,12123,0.286
E01006228,"Education, Skills and Training",3,7450,33.129
E01006228,Employment,4,9894,0.142
E01006228,Health Deprivation and Disability,4,10956,0.371
E01006228,Income Deprivation Affecting Children Index (IDACI),3,9627,0.244
E01006228,Income Deprivation Affecting Older People Index (IDAOPI),7,21534,0.108
E01006228,Income,4,11285,0.162
E01006228,Index of Multiple Deprivation,4,11486,23.914
E01006228,Living Environment,4,11329,25.094
E01006229,Barriers to Housing and Services,10,30620,7.789
E01006229,Crime,7,21371,-0.321
E01006229,"Education, Skills and Training",8,23926,8.013
E01006229,Employment,6,18535,0.086
E01006229,Health Deprivation and Disability,5,15244,0.06
E01006229,Income Deprivation Affecting Children Index (IDACI),7,21060,0.102
E01006229,Income Deprivation Affecting Older People Index (IDAOPI),9,26397,0.078
E01006229,Income,7,22017,0.078
E01006229,Index of Multiple Deprivation,8,24152,10.054
E01006229,Living Environment,8,23026,10.483
E01006230,Barriers to Housing and Services,6,16904,19.936
E01006230,Crime,8,26080,-0.674
E01006230,"Education, Skills and Training",9,29363,3.356
E01006230,Employment,6,18170,0.088
E01006230,Health Deprivation and Disability,5,15851,0.02
E01006230,Income Deprivation Affecting Children Index (IDACI),8,23994,0.079
E01006230,Income Deprivation Affecting Older People Index (IDAOPI),8,23045,0.098
E01006230,Income,7,22641,0.075
E01006230,Index of Multiple Deprivation,8,24882,9.454
E01006230,Living Environment,10,31258,3.029
E01006231,Barriers to Housing and Services,7,21319,16.365
E01006231,Crime,6,19695,-0.207
E01006231,"Education, Skills and Training",8,24213,7.762
E01006231,Employment,5,16167,0.098
E01006231,Health Deprivation and Disability,4,12700,0.24
E01006231,Income Deprivation Affecting Children Index (IDACI),7,21843,0.096
E01006231,Income Deprivation Affecting Older People Index (IDAOPI),8,23407,0.096
E01006231,Income,7,21189,0.082
E01006231,Index of Multiple Deprivation,7,21460,12.295
E01006231,Living Environment,8,24030,9.549
E01006232,Barriers to Housing and Services,4,10076,25.959
E01006232,Crime,6,18177,-0.107
E01006232,"Education, Skills and Training",9,28553,4.016
E01006232,Employment,9,26851,0.054
E01006232,Health Deprivation and Disability,7,20403,-0.287
E01006232,Income Deprivation Affecting Children Index (IDACI),10,30935,0.033
E01006232,Income Deprivation Affecting Older People Index (IDAOPI),8,24445,0.089
E01006232,Income,9,28115,0.049
E01006232,Index of Multiple Deprivation,8,24995,9.37
E01006232,Living Environment,4,12901,22.594
E01006233,Barriers to Housing and Services,3,8229,28.142
E01006233,Crime,10,30394,-1.135
E01006233,"Education, Skills and Training",10,31233,1.764
E01006233,Employment,8,24653,0.062
E01006233,Health Deprivation and Disability,5,14857,0.085
E01006233,Income Deprivation Affecting Children Index (IDACI),10,32582,0.014
E01006233,Income Deprivation Affecting Older People Index (IDAOPI),9,29425,0.059
E01006233,Income,10,29968,0.04
E01006233,Index of Multiple Deprivation,9,27100,7.72
E01006233,Living Environment,10,30208,4.128
E01006234,Barriers to Housing and Services,8,25750,12.753
E01006234,Crime,8,23852,-0.498
E01006234,"Education, Skills and Training",5,16374,16.35
E01006234,Employment,3,9412,0.146
E01006234,Health Deprivation and Disability,3,7027,0.709
E01006234,Income Deprivation Affecting Children Index (IDACI),8,25553,0.069
E01006234,Income Deprivation Affecting Older People Index (IDAOPI),8,23672,0.094
E01006234,Income,6,18871,0.096
E01006234,Index of Multiple Deprivation,6,16523,17.271
E01006234,Living Environment,10,29929,4.4
E01006235,Barriers to Housing and Services,9,26406,12.203
E01006235,Crime,9,29445,-1.008
E01006235,"Education, Skills and Training",3,7701,32.42
E01006235,Employment,2,3937,0.219
E01006235,Health Deprivation and Disability,2,4374,1.005
E01006235,Income Deprivation Affecting Children Index (IDACI),4,11968,0.206
E01006235,Income Deprivation Affecting Older People Index (IDAOPI),2,3352,0.366
E01006235,Income,2,5781,0.244
E01006235,Index of Multiple Deprivation,3,8044,30.394
E01006235,Living Environment,10,30999,3.325
E01006236,Barriers to Housing and Services,7,21352,16.339
E01006236,Crime,5,15955,0.038
E01006236,"Education, Skills and Training",9,26371,5.853
E01006236,Employment,8,23728,0.065
E01006236,Health Deprivation and Disability,5,15156,0.065
E01006236,Income Deprivation Affecting Children Index (IDACI),10,32477,0.016
E01006236,Income Deprivation Affecting Older People Index (IDAOPI),9,26428,0.078
E01006236,Income,10,29751,0.041
E01006236,Index of Multiple Deprivation,9,26508,8.187
E01006236,Living Environment,8,24981,8.742
E01006237,Barriers to Housing and Services,8,25538,12.935
E01006237,Crime,10,30719,-1.187
E01006237,"Education, Skills and Training",10,30095,2.752
E01006237,Employment,8,26275,0.056
E01006237,Health Deprivation and Disability,6,16701,-0.04
E01006237,Income Deprivation Affecting Children Index (IDACI),10,32465,0.017
E01006237,Income Deprivation Affecting Older People Index (IDAOPI),9,27855,0.069
E01006237,Income,10,31737,0.029
E01006237,Index of Multiple Deprivation,10,30928,4.363
E01006237,Living Environment,10,32097,2.037
E01006238,Barriers to Housing and Services,8,26212,12.369
E01006238,Crime,8,23899,-0.501
E01006238,"Education, Skills and Training",3,7186,33.937
E01006238,Employment,2,3788,0.221
E01006238,Health Deprivation and Disability,1,2301,1.344
E01006238,Income Deprivation Affecting Children Index (IDACI),3,8739,0.26
E01006238,Income Deprivation Affecting Older People Index (IDAOPI),2,6487,0.287
E01006238,Income,2,6372,0.233
E01006238,Index of Multiple Deprivation,3,6714,33.482
E01006238,Living Environment,6,19574,13.867
E01006239,Barriers to Housing and Services,8,25993,12.559
E01006239,Crime,2,4502,0.878
E01006239,"Education, Skills and Training",1,1337,63.051
E01006239,Employment,1,858,0.31
E01006239,Health Deprivation and Disability,1,668,1.856
E01006239,Income Deprivation Affecting Children Index (IDACI),2,4342,0.357
E01006239,Income Deprivation Affecting Older People Index (IDAOPI),1,2243,0.41
E01006239,Income,1,1595,0.357
E01006239,Index of Multiple Deprivation,1,1309,56.27
E01006239,Living Environment,8,23942,9.628
E01006240,Barriers to Housing and Services,6,18765,18.435
E01006240,Crime,4,11194,0.346
E01006240,"Education, Skills and Training",1,533,74.1
E01006240,Employment,1,1009,0.302
E01006240,Health Deprivation and Disability,1,1016,1.704
E01006240,Income Deprivation Affecting Children Index (IDACI),1,1140,0.476
E01006240,Income Deprivation Affecting Older People Index (IDAOPI),2,4347,0.337
E01006240,Income,1,872,0.394
E01006240,Index of Multiple Deprivation,1,1165,57.499
E01006240,Living Environment,9,28462,5.739
E01006241,Barriers to Housing and Services,7,20833,16.742
E01006241,Crime,5,16304,0.015
E01006241,"Education, Skills and Training",1,2820,52.032
E01006241,Employment,1,2199,0.258
E01006241,Health Deprivation and Disability,1,1866,1.439
E01006241,Income Deprivation Affecting Children Index (IDACI),2,4145,0.362
E01006241,Income Deprivation Affecting Older People Index (IDAOPI),3,8284,0.252
E01006241,Income,2,4006,0.283
E01006241,Index of Multiple Deprivation,2,3960,41.837
E01006241,Living Environment,9,28246,5.936
E01006242,Barriers to Housing and Services,10,30772,7.568
E01006242,Crime,4,10072,0.425
E01006242,"Education, Skills and Training",4,12083,22.694
E01006242,Employment,4,10692,0.135
E01006242,Health Deprivation and Disability,4,11631,0.321
E01006242,Income Deprivation Affecting Children Index (IDACI),4,11633,0.211
E01006242,Income Deprivation Affecting Older People Index (IDAOPI),5,14774,0.167
E01006242,Income,4,11964,0.155
E01006242,Index of Multiple Deprivation,4,12479,22.381
E01006242,Living Environment,3,8533,30.285
E01006243,Barriers to Housing and Services,6,18635,18.54
E01006243,Crime,7,22512,-0.397
E01006243,"Education, Skills and Training",7,19868,12.161
E01006243,Employment,7,21659,0.073
E01006243,Health Deprivation and Disability,5,14863,0.084
E01006243,Income Deprivation Affecting Children Index (IDACI),8,25591,0.069
E01006243,Income Deprivation Affecting Older People Index (IDAOPI),8,24042,0.091
E01006243,Income,8,26129,0.058
E01006243,Index of Multiple Deprivation,8,23395,10.68
E01006243,Living Environment,5,16405,17.595
E01006244,Barriers to Housing and Services,9,27311,11.369
E01006244,Crime,3,7313,0.627
E01006244,"Education, Skills and Training",2,6269,36.778
E01006244,Employment,2,6081,0.184
E01006244,Health Deprivation and Disability,1,1384,1.573
E01006244,Income Deprivation Affecting Children Index (IDACI),4,13005,0.191
E01006244,Income Deprivation Affecting Older People Index (IDAOPI),2,5799,0.302
E01006244,Income,3,7030,0.221
E01006244,Index of Multiple Deprivation,2,5391,37.173
E01006244,Living Environment,2,6130,36.059
E01006245,Barriers to Housing and Services,7,22830,15.167
E01006245,Crime,6,18771,-0.144
E01006245,"Education, Skills and Training",6,19648,12.411
E01006245,Employment,6,16814,0.095
E01006245,Health Deprivation and Disability,6,16981,-0.059
E01006245,Income Deprivation Affecting Children Index (IDACI),6,19230,0.118
E01006245,Income Deprivation Affecting Older People Index (IDAOPI),6,18760,0.129
E01006245,Income,6,19404,0.093
E01006245,Index of Multiple Deprivation,7,21158,12.544
E01006245,Living Environment,7,20988,12.418
E01006246,Barriers to Housing and Services,5,16263,20.424
E01006246,Crime,6,18232,-0.111
E01006246,"Education, Skills and Training",4,10368,26.004
E01006246,Employment,2,4200,0.214
E01006246,Health Deprivation and Disability,2,5353,0.883
E01006246,Income Deprivation Affecting Children Index (IDACI),4,11752,0.21
E01006246,Income Deprivation Affecting Older People Index (IDAOPI),5,15806,0.156
E01006246,Income,3,8553,0.197
E01006246,Index of Multiple Deprivation,3,8469,29.492
E01006246,Living Environment,7,21757,11.657
E01006247,Barriers to Housing and Services,10,31417,6.508
E01006247,Crime,6,17639,-0.072
E01006247,"Education, Skills and Training",5,16037,16.77
E01006247,Employment,4,11334,0.129
E01006247,Health Deprivation and Disability,4,10178,0.434
E01006247,Income Deprivation Affecting Children Index (IDACI),7,20255,0.109
E01006247,Income Deprivation Affecting Older People Index (IDAOPI),7,20968,0.112
E01006247,Income,6,18034,0.102
E01006247,Index of Multiple Deprivation,6,17310,16.377
E01006247,Living Environment,7,22312,11.139
E01006248,Barriers to Housing and Services,5,15660,20.905
E01006248,Crime,1,2053,1.187
