lsoa11cd,measure,value,index_domain
E01033678,Decile,2,Barriers to Housing and Services
E01004931,Decile,6,Barriers to Housing and Services
E01004879,Decile,6,Barriers to Housing and Services
E01004906,Decile,8,Barriers to Housing and Services
E01004870,Decile,3,Barriers to Housing and Services
E01004877,Decile,3,Barriers to Housing and Services
E01004928,Decile,8,Barriers to Housing and Services
E01004896,Decile,4,Barriers to Housing and Services
E01004950,Decile,6,Barriers to Housing and Services
E01004916,Decile,7,Barriers to Housing and Services
E01004997,Decile,8,Barriers to Housing and Services
E01004976,Decile,6,Barriers to Housing and Services
E01004952,Decile,10,Barriers to Housing and Services
E01004878,Decile,7,Barriers to Housing and Services
E01004927,Decile,5,Barriers to Housing and Services
E01004947,Decile,9,Barriers to Housing and Services
E01004948,Decile,6,Barriers to Housing and Services
E01005004,Decile,5,Barriers to Housing and Services
E01004998,Decile,10,Barriers to Housing and Services
E01004961,Decile,6,Barriers to Housing and Services
E01005470,Decile,3,Barriers to Housing and Services
E01006385,Decile,9,Barriers to Housing and Services
E01006403,Decile,10,Barriers to Housing and Services
E01005480,Decile,5,Barriers to Housing and Services
E01006401,Decile,6,Barriers to Housing and Services
E01006353,Decile,8,Barriers to Housing and Services
E01006388,Decile,5,Barriers to Housing and Services
E01006390,Decile,9,Barriers to Housing and Services
E01006395,Decile,10,Barriers to Housing and Services
E01006212,Decile,8,Barriers to Housing and Services
E01006342,Decile,9,Barriers to Housing and Services
E01006200,Decile,7,Barriers to Housing and Services
E01006211,Decile,7,Barriers to Housing and Services
E01006223,Decile,10,Barriers to Housing and Services
E01006222,Decile,4,Barriers to Housing and Services
E01006221,Decile,9,Barriers to Housing and Services
E01006185,Decile,4,Barriers to Housing and Services
E01006268,Decile,10,Barriers to Housing and Services
E01006389,Decile,7,Barriers to Housing and Services
E01006387,Decile,9,Barriers to Housing and Services
E01006259,Decile,7,Barriers to Housing and Services
E01006248,Decile,5,Barriers to Housing and Services
E01006205,Decile,9,Barriers to Housing and Services
E01006279,Decile,9,Barriers to Housing and Services
E01006278,Decile,10,Barriers to Housing and Services
E01033217,Decile,4,Barriers to Housing and Services
E01006167,Decile,3,Barriers to Housing and Services
E01006169,Decile,10,Barriers to Housing and Services
E01006150,Decile,10,Barriers to Housing and Services
E01006000,Decile,8,Barriers to Housing and Services
E01006009,Decile,10,Barriers to Housing and Services
E01006050,Decile,6,Barriers to Housing and Services
E01006062,Decile,10,Barriers to Housing and Services
E01005977,Decile,7,Barriers to Housing and Services
E01006059,Decile,10,Barriers to Housing and Services
E01005981,Decile,5,Barriers to Housing and Services
E01005920,Decile,10,Barriers to Housing and Services
E01005976,Decile,7,Barriers to Housing and Services
E01005941,Decile,8,Barriers to Housing and Services
E01005887,Decile,5,Barriers to Housing and Services
E01005859,Decile,10,Barriers to Housing and Services
E01005858,Decile,10,Barriers to Housing and Services
E01006072,Decile,8,Barriers to Housing and Services
E01006168,Decile,2,Barriers to Housing and Services
E01005872,Decile,8,Barriers to Housing and Services
E01006063,Decile,5,Barriers to Housing and Services
E01005924,Decile,10,Barriers to Housing and Services
E01006073,Decile,9,Barriers to Housing and Services
E01005835,Decile,10,Barriers to Housing and Services
E01006284,Decile,6,Barriers to Housing and Services
E01006303,Decile,7,Barriers to Housing and Services
E01006334,Decile,9,Barriers to Housing and Services
E01005889,Decile,10,Barriers to Housing and Services
E01006301,Decile,3,Barriers to Housing and Services
E01005923,Decile,8,Barriers to Housing and Services
E01032557,Decile,8,Barriers to Housing and Services
E01006283,Decile,6,Barriers to Housing and Services
E01006356,Decile,7,Barriers to Housing and Services
E01006285,Decile,6,Barriers to Housing and Services
E01005873,Decile,9,Barriers to Housing and Services
E01005888,Decile,10,Barriers to Housing and Services
E01006360,Decile,6,Barriers to Housing and Services
E01006370,Decile,9,Barriers to Housing and Services
E01006375,Decile,10,Barriers to Housing and Services
E01006302,Decile,10,Barriers to Housing and Services
E01006341,Decile,5,Barriers to Housing and Services
E01006335,Decile,10,Barriers to Housing and Services
E01004841,Decile,4,Barriers to Housing and Services
E01004868,Decile,8,Barriers to Housing and Services
E01004842,Decile,10,Barriers to Housing and Services
E01004867,Decile,9,Barriers to Housing and Services
E01004809,Decile,8,Barriers to Housing and Services
E01004808,Decile,7,Barriers to Housing and Services
E01004863,Decile,5,Barriers to Housing and Services
E01005156,Decile,10,Barriers to Housing and Services
E01005129,Decile,3,Barriers to Housing and Services
E01005005,Decile,10,Barriers to Housing and Services
E01004815,Decile,7,Barriers to Housing and Services
E01004814,Decile,4,Barriers to Housing and Services
E01004832,Decile,9,Barriers to Housing and Services
E01004807,Decile,9,Barriers to Housing and Services
E01005009,Decile,8,Barriers to Housing and Services
E01005036,Decile,8,Barriers to Housing and Services
E01005222,Decile,6,Barriers to Housing and Services
E01005189,Decile,4,Barriers to Housing and Services
E01005097,Decile,3,Barriers to Housing and Services
E01005010,Decile,3,Barriers to Housing and Services
E01005045,Decile,10,Barriers to Housing and Services
E01005169,Decile,6,Barriers to Housing and Services
E01005048,Decile,10,Barriers to Housing and Services
E01005128,Decile,1,Barriers to Housing and Services
E01005044,Decile,7,Barriers to Housing and Services
E01005043,Decile,10,Barriers to Housing and Services
E01005027,Decile,6,Barriers to Housing and Services
E01005008,Decile,7,Barriers to Housing and Services
E01005022,Decile,4,Barriers to Housing and Services
E01033219,Decile,3,Barriers to Housing and Services
E01033330,Decile,5,Barriers to Housing and Services
E01005241,Decile,5,Barriers to Housing and Services
E01005242,Decile,2,Barriers to Housing and Services
E01005227,Decile,4,Barriers to Housing and Services
E01005231,Decile,2,Barriers to Housing and Services
E01005247,Decile,9,Barriers to Housing and Services
E01005079,Decile,3,Barriers to Housing and Services
E01005086,Decile,3,Barriers to Housing and Services
E01005092,Decile,4,Barriers to Housing and Services
E01004778,Decile,9,Barriers to Housing and Services
E01004773,Decile,8,Barriers to Housing and Services
E01004860,Decile,9,Barriers to Housing and Services
E01004800,Decile,7,Barriers to Housing and Services
E01004777,Decile,9,Barriers to Housing and Services
E01004856,Decile,3,Barriers to Housing and Services
E01033687,Decile,4,Barriers to Housing and Services
E01032687,Decile,5,Barriers to Housing and Services
E01032906,Decile,3,Barriers to Housing and Services
E01033672,Decile,3,Barriers to Housing and Services
E01033669,Decile,3,Barriers to Housing and Services
E01006082,Decile,10,Index of Multiple Deprivation
E01006058,Decile,5,Index of Multiple Deprivation
E01006054,Decile,3,Index of Multiple Deprivation
E01006046,Decile,8,Index of Multiple Deprivation
E01006004,Decile,6,Index of Multiple Deprivation
E01006021,Decile,5,Index of Multiple Deprivation
E01006055,Decile,7,Index of Multiple Deprivation
E01006339,Decile,7,Index of Multiple Deprivation
E01006135,Decile,10,Index of Multiple Deprivation
E01006156,Decile,5,Index of Multiple Deprivation
E01006008,Decile,5,Index of Multiple Deprivation
E01006087,Decile,8,Index of Multiple Deprivation
E01006081,Decile,10,Index of Multiple Deprivation
E01006005,Decile,1,Index of Multiple Deprivation
E01006032,Decile,2,Index of Multiple Deprivation
E01006060,Decile,1,Index of Multiple Deprivation
E01006003,Decile,4,Index of Multiple Deprivation
E01005972,Decile,3,Index of Multiple Deprivation
E01005970,Decile,6,Index of Multiple Deprivation
E01005996,Decile,4,Index of Multiple Deprivation
E01005694,Decile,6,Index of Multiple Deprivation
E01005928,Decile,4,Index of Multiple Deprivation
E01005788,Decile,9,Index of Multiple Deprivation
E01005787,Decile,10,Index of Multiple Deprivation
E01005927,Decile,9,Index of Multiple Deprivation
E01005966,Decile,3,Index of Multiple Deprivation
E01005719,Decile,3,Index of Multiple Deprivation
E01005725,Decile,1,Index of Multiple Deprivation
E01005701,Decile,7,Index of Multiple Deprivation
E01005672,Decile,4,Index of Multiple Deprivation
E01005724,Decile,5,Index of Multiple Deprivation
E01005720,Decile,2,Index of Multiple Deprivation
E01005723,Decile,1,Index of Multiple Deprivation
E01006383,Decile,8,Index of Multiple Deprivation
E01006365,Decile,9,Index of Multiple Deprivation
E01006402,Decile,9,Index of Multiple Deprivation
E01006330,Decile,7,Index of Multiple Deprivation
E01006409,Decile,7,Index of Multiple Deprivation
E01006399,Decile,4,Index of Multiple Deprivation
E01006338,Decile,3,Index of Multiple Deprivation
E01006351,Decile,1,Index of Multiple Deprivation
E01006276,Decile,6,Index of Multiple Deprivation
E01006364,Decile,5,Index of Multiple Deprivation
E01006374,Decile,9,Index of Multiple Deprivation
E01006352,Decile,2,Index of Multiple Deprivation
E01005408,Decile,9,Index of Multiple Deprivation
E01005839,Decile,10,Index of Multiple Deprivation
E01005429,Decile,1,Index of Multiple Deprivation
E01005979,Decile,3,Index of Multiple Deprivation
E01005838,Decile,5,Index of Multiple Deprivation
E01005816,Decile,4,Index of Multiple Deprivation
E01005422,Decile,1,Index of Multiple Deprivation
E01005857,Decile,7,Index of Multiple Deprivation
E01006394,Decile,9,Index of Multiple Deprivation
E01005411,Decile,8,Index of Multiple Deprivation
E01005476,Decile,4,Index of Multiple Deprivation
E01005853,Decile,4,Index of Multiple Deprivation
E01005574,Decile,9,Index of Multiple Deprivation
E01005510,Decile,7,Index of Multiple Deprivation
E01005531,Decile,4,Index of Multiple Deprivation
E01006379,Decile,7,Index of Multiple Deprivation
E01005556,Decile,6,Index of Multiple Deprivation
E01005492,Decile,7,Index of Multiple Deprivation
E01005659,Decile,2,Index of Multiple Deprivation
E01005524,Decile,3,Index of Multiple Deprivation
E01006280,Decile,4,Index of Multiple Deprivation
E01006337,Decile,5,Index of Multiple Deprivation
E01005513,Decile,1,Index of Multiple Deprivation
E01005546,Decile,3,Index of Multiple Deprivation
E01005671,Decile,2,Index of Multiple Deprivation
E01005525,Decile,1,Index of Multiple Deprivation
E01005601,Decile,1,Index of Multiple Deprivation
E01005663,Decile,2,Index of Multiple Deprivation
E01005646,Decile,5,Index of Multiple Deprivation
E01006170,Decile,8,Index of Multiple Deprivation
E01006183,Decile,8,Index of Multiple Deprivation
E01006022,Decile,4,Index of Multiple Deprivation
E01006190,Decile,10,Index of Multiple Deprivation
E01006184,Decile,5,Index of Multiple Deprivation
E01006204,Decile,9,Index of Multiple Deprivation
E01006126,Decile,3,Index of Multiple Deprivation
E01006105,Decile,1,Index of Multiple Deprivation
E01006027,Decile,1,Index of Multiple Deprivation
E01006037,Decile,9,Index of Multiple Deprivation
E01006031,Decile,1,Index of Multiple Deprivation
E01006134,Decile,10,Index of Multiple Deprivation
E01006110,Decile,4,Index of Multiple Deprivation
E01006162,Decile,9,Index of Multiple Deprivation
E01006161,Decile,8,Index of Multiple Deprivation
E01005619,Decile,3,Index of Multiple Deprivation
E01005575,Decile,8,Index of Multiple Deprivation
E01005342,Decile,1,Index of Multiple Deprivation
E01005618,Decile,3,Index of Multiple Deprivation
E01005469,Decile,4,Index of Multiple Deprivation
E01005362,Decile,5,Index of Multiple Deprivation
E01005850,Decile,4,Index of Multiple Deprivation
E01005830,Decile,6,Index of Multiple Deprivation
E01005895,Decile,4,Index of Multiple Deprivation
E01005374,Decile,4,Index of Multiple Deprivation
E01005407,Decile,10,Index of Multiple Deprivation
E01005883,Decile,10,Index of Multiple Deprivation
E01005307,Decile,6,Index of Multiple Deprivation
E01006203,Decile,10,Index of Multiple Deprivation
E01005341,Decile,4,Index of Multiple Deprivation
E01006258,Decile,5,Index of Multiple Deprivation
E01006133,Decile,8,Index of Multiple Deprivation
E01006256,Decile,5,Index of Multiple Deprivation
E01005486,Decile,1,Index of Multiple Deprivation
E01005431,Decile,3,Index of Multiple Deprivation
E01005315,Decile,1,Index of Multiple Deprivation
E01005379,Decile,1,Index of Multiple Deprivation
E01005314,Decile,1,Index of Multiple Deprivation
E01004983,Decile,6,Income
E01004984,Decile,6,Income
E01005046,Decile,10,Income
E01005033,Decile,7,Income
E01005032,Decile,1,Income
E01005007,Decile,6,Income
E01005047,Decile,10,Income
E01004828,Decile,2,Income
E01004827,Decile,1,Income
E01004855,Decile,3,Income
E01004859,Decile,1,Income
E01005105,Decile,2,Income
E01004894,Decile,5,Income
E01005034,Decile,4,Income
E01004854,Decile,2,Income
E01005068,Decile,1,Income
E01004797,Decile,1,Income
E01004816,Decile,3,Income
E01004768,Decile,10,Income
E01004780,Decile,9,Income
E01004792,Decile,10,Income
E01005051,Decile,6,Income
E01004798,Decile,3,Income
E01004823,Decile,1,Income
E01005084,Decile,3,Income
E01005083,Decile,8,Income
E01005104,Decile,1,Income
E01005065,Decile,1,Income
E01005052,Decile,10,Income
E01005069,Decile,7,Income
