registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
1086151,04135225,ADVOCACY FOCUS,Charitable company,"Free, confidential and independent advocacy support for vulnerable people to take part in decisions relating to their health and social care. The charity delivers a range of services including training, statutory mental health and mental capacity advocacy & general advocacy support for issues relating to health & social care in particular for those whose primary issues relate to mental health.",2001-04-12,"Advocacy Focus, First Floor, The Old Tannery, Eastgate, Accrington",BB5 6PW,03003230965,admin@advocacyfocus.org.uk,www.advocacyfocus.org.uk
1110373,05277257,THE MANCHESTER DEAF CENTRE LIMITED,Charitable company,"We promote services to enable deaf, hard-of-hearing and deafblind people to improve the quality of their lives.  The Deaf Centre provides facilities for Sports & Social Club, Deafblind, Youth Group and 50 Group.  All groups are supported through training and volunteer project we have. We run an agency which provides Sign Language Interpreters. We also provide BSL and Deaf Awareness training.",2005-07-08,"Crawford House, Booth Street East, Manchester, Lancashire",M13 9GH,07792149190,info@manchesterdeafcentre.com,www.manchesterdeafcentre.com
1072970,03605016,COMMUNITIES UNITED PROJECT,Charitable company,"CUP PROVIDES ACTIVITIES, E.G. SPORT, DANCE, DRAMA FOR YOUNG PEOPLE USING POSITIVE ACTIVITIES AS ANA LTERNATIVE TO ANTI SOCIAL BEHAVIOUR.CUP ALSO OFFERS TRAINING TO LOCAL RESIDENTS AGED 16+ TO ENABLE THEM TO DELIVER ACTIVITIES FOR YOUNG PEOPLE IN THEIR AREA.",1998-12-15,"Communities United Project, Alexandra Chambers, 32 John William Street, Huddersfield",HD1 1BG,01484510932,lesley.steel@c-u-p.org,www.c-u-p.org
1171932,NA,EMERGENCY RESPONDERS FOR LANCASHIRE AND MANCHESTER,CIO,PROVISION OF AN EMERGENCY PRE-HOSPITAL IMMEDIATE MEDICAL CARE SERVICE AT THE REQUEST OF THE NORTH WEST AMBULANCE SERVICE. THE CHARITY RAISES MONEY TO BUY EQUIPMENT AND PAY FOR TRAINING FOR PRE-HOSPITAL PRACTITIONERS IN THE LANCASHIRE AND MANCHESTER AREAS OF THE UK TO ENABLE THEM TO VOLUNTEER THEIR SERVICES TO THIS AIM AS WELL AS COORDINATING THEIR GOVERNANCE AND TRAINING.,2017-03-07,"537 Bolton Road, Bolton",BL3 4SQ,07908830133,info@erlam.org.uk,www.erlam.org.uk
1155782,NA,SAMWORTH BROTHERS SPORTS OPPORTUNITY FUND,Trust,Criteria; We only support projects in areas where Samworth Brothers is an integral and important part of the local community.We support clubs and organisations with governing body status where sport is the main focus of activities.  Our main target group is young people aged 12-18 years old from hard to reach and disadvantaged groups.The main types of awards we make are to extend capacity.,2014-02-13,"Samworth Bros (Holdings) Ltd, Chetwode House, 1 Samworth Way, Melton Mowbray",LE13 1GA,01664414500,SamworthBrothersCharities@SamworthBrothers.co.uk,NA
1184323,NA,THE REMEMBERING NELL FOUNDATION,CIO,"To advance young people in life, by providing funding, resources and support to charities located in the north west of England for specific purposes which the trustees in their absolute discretion determine, so as to develop their capabilities so that they may grow to full maturity as individuals and members of society.",2019-07-08,"The Remembering Nell Foundation, Hermitage Turkey Farm, Hermitage Lane, Cranage, Crewe",CW4 8HA,01477532345,enquiries@rememberingnell.com,NA
514726,01762088,GROUNDWORK OLDHAM AND ROCHDALE,Charitable company,"Groundwork works towards a sustainable community which is vibrant, healthy and safe and which respects the local and global environment enabling individuals and enterprise to prosper.",1984-02-20,"Groundwork Bbor, Trafford Ecological Park, Lake Road, Trafford Park, Manchester",M17 1TU,01616241444,gor@groundwork.org.uk,http://groundwork.org.uk/bbor
1185666,NA,FOUNDATION MAMA CHRISTINE MONGI,CIO,teaching the people faithhelp to relief the poverty the promotion of peace and harmony the advancement in education with a view to help the people to meet their own needs promoting information and mutual understanding  and respect of the belief and practice of different faiths,2019-10-07,"Flat 30, Westminster House, St. Stephen Street, Salford",M3 7HJ,07448202187,foundation.mamamongi@hotmail.com,www.fmcm2016.wordpress.com
1184838,NA,MANCHESTER ALEVI CULTURAL CENTRE AND CEMEVI,CIO,"As Manchester Alevi Cultural Centre and Cem Evi, we provide worshipping place for the Alevis and general public. Organise cultural events.",2019-08-09,"Venus Food, 45-49 Anson Road, Manchester",M14 5DE,07773355993,manchestermakm@gmail.com,NA
515168,NA,THE FAMILY HISTORY SOCIETY OF CHESHIRE,Other,Advances the education of the public in the study of Family History in all its many aspects.   There are groups who meet throughout Cheshire and elsewhere.,1984-05-29,"2 Roxburgh Close, Macclesfield",SK10 3QE,01625613310,secretary@fhsc.org.uk,www.fhsc.org.uk
1079645,NA,THE CHESTER CLERGY FAMILY CHARITABLE TRUST,Other,"Relief of need, hardship & distress, and promotion of education, family life and recreation among the families of clergy & licensed lay workers of the Church of England in the Diocese of Chester.",2000-03-01,"9 Moorhouse Close, Chester",CH2 2HU,01244371628,NA,NA
1055736,NA,STRATEGIES TO ELEVATE PEOPLE,Other,"Our main aims are to raise educational attainment of young people to positively improve their life chances. We try to raise their confidence and self esteem in education to ensure success and sustainability. We do this through a supplementary education service that provides support with core subjects such as maths, English, ICT and science.",1996-05-31,"Step, St Johns Church Hall, St Johns Road, Old Trafford, Greater Manchester",M16 7GX,01618605640,louised2004uk@yahoo.co.uk,NA
1182811,NA,ANTIOCH NETWORK MANCHESTER,CIO,"The objectives of the Antioch Network are to develop and sustain Christian Mission to support and strengthen the work and ministry of the Church of England in the Diocese of Manchester, by planting small churches in areas of social and economic deprivation and multicultural diversity. Service of worship, prayer, pastoral support and reaching out to those in need will be the main activities.",2019-04-04,"Diocesan Board Of Finance, Church House, 90 Deansgate, Manchester",M3 2GH,07810301566,antiochnetworkmcr@gmail.com,https://www.antiochnetwork.org.uk
1186657,NA,EARLY ESSENTIALS UK,CIO,We are an emergency service providing Moses basket starter packs for the most vulnerable pregnant women unable to provide for their babies directly after birth. The women are referred to EE via a 'referring Agency' and we only provide a basket to referring Agency staff if the 'public benefit' criteria are met.  Baskets act as baby's safe place to sleep and are filled with Mum and baby essentials.,2019-11-29,"123 Cheadle Old Road, Stockport, Cheshire",SK3 9RH,07720647226,info@earlyessentials.org.uk,https://earlyessentials.org.uk
1181461,NA,SOCIETY INC,CIO,"We now wish to operate Greater Manchester wide, not Bolton, Salford and specifically Little Hulton as previously stipulated.",2019-01-07,"15 Hulton District Centre, Worsley, Manchester",M28 0BA,07977104906,admin@societyinc.org,www.societyinc.org
1186642,NA,HOPE IN THE DEEP END,CIO,"Hope in the Deep End supports doctors practices in Greater Manchester that work in deprivation, by helping provide additional services for patients and training for professionals.",2019-11-28,"Hilltop Surgery, Fitton Hill Neighbourhood Centre, Fircroft Road, Oldham",OL8 2QD,01616222760,anna.pratt@nhs.net,NA
1175205,NA,MANCHESTER MALAYALEE ASSOCIATION,CIO,"Manchester Malayalee Association aims; to encourage and provide facilities to help social, cultural and sports activities among the Malayalee (Kerala) community members in Manchester, to contribute to multiculturalism at local, national and international levels, to support activities for the welfare of children, to promote, plan and execute programs for the development of the community.",2017-10-18,"40 Elm Drive, Stretford, Manchester",M32 9AR,07703722770,info@mmaonline.org.uk,http://www.mmaonline.org.uk/
512369,NA,CHINESE EDUCATION CULTURAL COMMUNITY CENTRE,Trust,"CECCC is a non-profit making, non-political and non-religious body.  It comprises of 4 sections: Chinese Music, Martial Arts, Culture, and the Chinese School.  The aim of our centre is to help our members to appreciate their Chinese origin, virtue and righteousness. We promote Chinese Arts, Culture, music, dancing and martial arts.  We also help our members to integrate with the local society.",1982-02-19,"18 St. Andrews Drive, Heywood",OL10 2DT,07909091989,enquiries@manchester-ceccc.org,http://www.manchester-ceccc.org/
1173081,NA,GUIDANCE HUB,CIO,"Guidance Hub is community organisation serving the needs of members of different ages and backgrounds. It delivers a range of educational courses through a variety of means, holds spiritual gatherings and retreats and provides community outreach projects from homeless feed to social and recreational activities. The charity operates from its own premises and hub, the 'Waterloo Centre' in Manchester",2017-05-18,"389 Waterloo Road, Manchester",M8 9AB,01618706001,info@guidancehub.org,guidancehub.org
1174275,NA,SOUTH MANCHESTER MEN IN SHEDS,CIO,We provide opportunities for people in South Manchester to get involved in wood working and making projects. The aim is to support people to improve health and well being while providing assistance to the local community. Projects can be individual ones or larger projects such as building infrastructure for a community garden. We have a former shop unit which has been converted into workshops.,2017-08-16,"38 Merseybank Avenue, Chorlton, Manchester",M21 7NN,07733437289,SMCRMIS@GMAIL.COM,NA
1184969,NA,DUNAMIS BIBLE CHURCH (A.K.A. DUNAMIS MINISTRIES),CIO,"PROCLAMATION OF THE GOSPEL OF JESUS CHRIST WITHIN UNITED KINGDOM, AND SUPPORTING OTHER CHURCHES ABROAD.THE TRAINING AND EDUCATION OF CHRISTIAN MINISTERS.",2019-08-20,"161 Northmoor Road, Manchester",M12 5RG,07429318726,dunamisministries19@gmail.com,www.dunamisministries.org.uk
1185134,NA,OLD TRAFFORD SPORTS CLUB,CIO,The Charity is a multi-sports complex that provides sporting facilities to the local community.  It has one full size and two junior football pitches as well as a cricket pitch.  Also providing open space for summer camps and activitie. These facilities are hired out for an affordable fee through our booking system via request forms.The facility is an open space in Old Trafford on st brides field.,2019-09-02,"St Brides Sport Facility, Clifton Street, Old Trafford",m169nw,07491671851,oldtraffordsportsclub7@gmail.com,NA
1155451,08747202,St. Mark Universal Care,Charitable company,"Our charity provides improved access to healthcare and education, poverty relief and socio-economic development in the Middle East and North Africa through delivery of hospitals, clinics, prescriptions, operations, training and education.  We deliver projects for personal development, education, employment and training in the UK at our bases in Oldham and Warrington, with a strong youth focus.",2014-01-23,"Werneth Grange, Grange Avenue, Oldham",OL8 4EL,01616525600,naser.fouad@stmarkuniversalcare.org,www.stmarkuniversalcare.org
1117714,NA,Manchester Taoist Centre,Other,"The promotion and delivery of community classes, courses and workshops across Greater Manchester using qualified teachers, coaches and instructors of Weihai Lishi Quanfa. Seeking grants and funds to supplement donations received from participants in order to provide a safe, quality learning environment for effective practice.",2007-01-29,"Withington Methodist Church, 439 Wilmslow Road, Withington, Manchester",M20 4AN,07761882289,manchester@lishi.org,https://manchesterlishiarts.org.uk/
1185766,NA,FRIENDS OF DUNHAM PARK SCOUT CAMP,Other,"To promote the development of young people in achieving their full physical, intellectual, social andspiritual potential as individuals, responsible citizens and as members of their local, national andinternational communities by assisting in the maintenance and provision of equipment for Dunham ParkScout Camp.",2019-10-11,"Scout Association, Dunham Park Scout Camp, Dunham Road, Bowdon, Altrincham",WA14 4SP,01619281699,fodpsc@gmail.com,NA
1188938,NA,GRASS ROOTS EDUCATIONAL ACADEMY FOR TRANSFORMATION,CIO,"To advance the education of the community in Manchester by the provision of workshops, conferences and courses that address current and key issues affecting local people.To advance in life and help young people in Manchester through the access of, in particular however not exclusively, vocational training courses and workshops that develop the beneficiaries skills to participate in society.",2020-04-06,"Oakland House, Ground Floor Offices, Talbot Rd, Old Trafford, Stretford",M16 0PQ,07707886114,teamgreat2018@gmail.com,NA
1188662,NA,PALACE THEATRE & OPERA HOUSE TRUST,CIO,"To re-ignite Manchester's long love affair with two of its oldest and most famous theatrical buildings. Through creative learning, community engagement and heritage programmes, we will open up and transform the Palace Theatre & Opera House into the places where a new generation of Mancunians can play, learn, explore and discover what theatre and performance means for them.",2020-03-19,"Palace Theatre, Oxford Street, Manchester",M1 6FT,01612456636,jamesrimmer@theambassadors.com,manchesterpalaceandoperahousetrust.com
